schema_version	contrast_index	kda_run_id	source_contrast_id	fine_cell_type	broad_cell_type	signature_group	sex	apoe_group	query_mode	cells_ad	cells_nci	donors_ad	donors_nci	phase08_terminal_status	minimum_cells_per_deg_arm	passes_cell_floor	candidate_query_genes	effective_query_genes	minimum_effective_query_genes	passes_query_floor	phase12_eligibility_status	phase12_terminal_status	phase12_returned_driver_count	included_at_thresholds	exclusion_reason
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	67	primary_Exc_L5_6_NP_F_e33_AD_both_mito	excitatory_set3::Exc L5/6 NP::AD_vs_NCI__Female__e33	Exc L5/6 NP	Excitatory_neurons	F_e33	Female	e33	AD_both_mito	1752	2067	36	45	validated_complete	3	TRUE	49	43	3	TRUE	eligible	completed_significant	15	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	68	primary_Exc_L6_CT_F_e33_AD_both_mito	excitatory_set3::Exc L6 CT::AD_vs_NCI__Female__e33	Exc L6 CT	Excitatory_neurons	F_e33	Female	e33	AD_both_mito	2273	3016	36	45	validated_complete	3	TRUE	64	59	3	TRUE	eligible	completed_significant	16	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	69	primary_Exc_L6_THEMIS_NFIA_F_e33_AD_both_mito	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Female__e33	Exc L6 THEMIS NFIA	Excitatory_neurons	F_e33	Female	e33	AD_both_mito	7459	7539	37	45	validated_complete	3	TRUE	26	20	3	TRUE	eligible	completed_significant	11	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	70	primary_Exc_L6b_F_e33_AD_both_mito	excitatory_set3::Exc L6b::AD_vs_NCI__Female__e33	Exc L6b	Excitatory_neurons	F_e33	Female	e33	AD_both_mito	2695	3137	36	45	validated_complete	3	TRUE	56	47	3	TRUE	eligible	completed_significant	19	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	71	primary_Exc_NRGN_F_e33_AD_both_mito	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e33	Exc NRGN	Excitatory_neurons	F_e33	Female	e33	AD_both_mito	2965	4875	37	45	validated_complete	3	TRUE	14	14	3	TRUE	eligible	completed_no_significant	0	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	72	primary_Exc_RELN_CHD7_F_e33_AD_both_mito	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Female__e33	Exc RELN CHD7	Excitatory_neurons	F_e33	Female	e33	AD_both_mito	2001	4024	35	44	validated_complete	3	TRUE	117	103	3	TRUE	eligible	completed_no_significant	0	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	73	primary_Inh_ALCAM_TRPM3_F_e33_AD_both_mito	inhibitory::Inh ALCAM TRPM3::AD_vs_NCI__Female__e33	Inh ALCAM TRPM3	Inhibitory_neurons	F_e33	Female	e33	AD_both_mito	939	1309	36	45	validated_complete	3	TRUE	8	8	3	TRUE	eligible	completed_significant	10	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	74	primary_Inh_CUX2_MSR1_F_e33_AD_both_mito	inhibitory::Inh CUX2 MSR1::AD_vs_NCI__Female__e33	Inh CUX2 MSR1	Inhibitory_neurons	F_e33	Female	e33	AD_both_mito	1801	3417	35	45	validated_complete	3	TRUE	2	1	3	FALSE	effective_query_below_minimum	skipped_effective_query_below_minimum	0	FALSE	minimum_effective_query_genes_not_met
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	75	primary_Inh_ENOX2_SPHKAP_F_e33_AD_both_mito	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Female__e33	Inh ENOX2 SPHKAP	Inhibitory_neurons	F_e33	Female	e33	AD_both_mito	1059	1545	35	45	validated_complete	3	TRUE	3	3	3	TRUE	eligible	completed_significant	14	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	76	primary_Inh_FBN2_EPB41L4A_F_e33_AD_both_mito	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Female__e33	Inh FBN2 EPB41L4A	Inhibitory_neurons	F_e33	Female	e33	AD_both_mito	786	797	37	45	validated_complete	3	TRUE	9	9	3	TRUE	eligible	completed_significant	10	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	77	primary_Inh_GPC5_RIT2_F_e33_AD_both_mito	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Female__e33	Inh GPC5 RIT2	Inhibitory_neurons	F_e33	Female	e33	AD_both_mito	505	659	35	45	validated_complete	3	TRUE	2	2	3	FALSE	effective_query_below_minimum	skipped_effective_query_below_minimum	0	FALSE	minimum_effective_query_genes_not_met
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	78	primary_Inh_L1_PAX6_CA4_F_e33_AD_both_mito	inhibitory::Inh L1 PAX6 CA4::AD_vs_NCI__Female__e33	Inh L1 PAX6 CA4	Inhibitory_neurons	F_e33	Female	e33	AD_both_mito	436	650	36	44	validated_complete	3	TRUE	0	0	3	FALSE	effective_query_below_minimum	skipped_effective_query_below_minimum	0	FALSE	minimum_effective_query_genes_not_met
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	79	primary_Inh_L1_2_PAX6_SCGN_F_e33_AD_both_mito	inhibitory::Inh L1-2 PAX6 SCGN::AD_vs_NCI__Female__e33	Inh L1-2 PAX6 SCGN	Inhibitory_neurons	F_e33	Female	e33	AD_both_mito	141	206	33	40	validated_complete	3	TRUE	0	0	3	FALSE	effective_query_below_minimum	skipped_effective_query_below_minimum	0	FALSE	minimum_effective_query_genes_not_met
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	80	primary_Inh_L1_6_LAMP5_CA13_F_e33_AD_both_mito	inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Female__e33	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	F_e33	Female	e33	AD_both_mito	1540	1741	37	45	validated_complete	3	TRUE	24	19	3	TRUE	eligible	completed_significant	7	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	81	primary_Inh_L3_5_SST_MAFB_F_e33_AD_both_mito	inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Female__e33	Inh L3-5 SST MAFB	Inhibitory_neurons	F_e33	Female	e33	AD_both_mito	1924	3338	35	45	validated_complete	3	TRUE	9	8	3	TRUE	eligible	completed_no_significant	0	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	82	primary_Inh_L5_6_PVALB_STON2_F_e33_AD_both_mito	inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Female__e33	Inh L5-6 PVALB STON2	Inhibitory_neurons	F_e33	Female	e33	AD_both_mito	568	685	32	45	validated_complete	3	TRUE	5	4	3	TRUE	eligible	completed_significant	16	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	83	primary_Inh_L5_6_SST_TH_F_e33_AD_both_mito	inhibitory::Inh L5-6 SST TH::AD_vs_NCI__Female__e33	Inh L5-6 SST TH	Inhibitory_neurons	F_e33	Female	e33	AD_both_mito	405	590	35	45	validated_complete	3	TRUE	1	1	3	FALSE	effective_query_below_minimum	skipped_effective_query_below_minimum	0	FALSE	minimum_effective_query_genes_not_met
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	84	primary_Inh_L6_SST_NPY_F_e33_AD_both_mito	inhibitory::Inh L6 SST NPY::AD_vs_NCI__Female__e33	Inh L6 SST NPY	Inhibitory_neurons	F_e33	Female	e33	AD_both_mito	128	189	30	42	validated_complete	3	TRUE	0	0	3	FALSE	effective_query_below_minimum	skipped_effective_query_below_minimum	0	FALSE	minimum_effective_query_genes_not_met
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	85	primary_Inh_LAMP5_NRG1_Rosehip_F_e33_AD_both_mito	inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Female__e33	Inh LAMP5 NRG1 (Rosehip)	Inhibitory_neurons	F_e33	Female	e33	AD_both_mito	2462	3211	37	45	validated_complete	3	TRUE	10	8	3	TRUE	eligible	completed_significant	11	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	86	primary_Inh_LAMP5_RELN_F_e33_AD_both_mito	inhibitory::Inh LAMP5 RELN::AD_vs_NCI__Female__e33	Inh LAMP5 RELN	Inhibitory_neurons	F_e33	Female	e33	AD_both_mito	625	1354	34	44	validated_complete	3	TRUE	0	0	3	FALSE	effective_query_below_minimum	skipped_effective_query_below_minimum	0	FALSE	minimum_effective_query_genes_not_met
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	87	primary_Inh_PTPRK_FAM19A1_F_e33_AD_both_mito	inhibitory::Inh PTPRK FAM19A1::AD_vs_NCI__Female__e33	Inh PTPRK FAM19A1	Inhibitory_neurons	F_e33	Female	e33	AD_both_mito	843	1500	36	45	validated_complete	3	TRUE	3	3	3	TRUE	eligible	completed_significant	14	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	88	primary_Inh_PVALB_CA8_Chandelier_F_e33_AD_both_mito	inhibitory::Inh PVALB CA8 (Chandelier)::AD_vs_NCI__Female__e33	Inh PVALB CA8 (Chandelier)	Inhibitory_neurons	F_e33	Female	e33	AD_both_mito	1493	1771	37	45	validated_complete	3	TRUE	15	15	3	TRUE	eligible	completed_significant	13	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	89	primary_Inh_PVALB_HTR4_F_e33_AD_both_mito	inhibitory::Inh PVALB HTR4::AD_vs_NCI__Female__e33	Inh PVALB HTR4	Inhibitory_neurons	F_e33	Female	e33	AD_both_mito	3965	4963	37	45	validated_complete	3	TRUE	13	9	3	TRUE	eligible	completed_significant	15	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	90	primary_Inh_PVALB_SULF1_F_e33_AD_both_mito	inhibitory::Inh PVALB SULF1::AD_vs_NCI__Female__e33	Inh PVALB SULF1	Inhibitory_neurons	F_e33	Female	e33	AD_both_mito	2133	2480	37	45	validated_complete	3	TRUE	11	9	3	TRUE	eligible	completed_significant	8	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	91	primary_Inh_RYR3_TSHZ2_F_e33_AD_both_mito	inhibitory::Inh RYR3 TSHZ2::AD_vs_NCI__Female__e33	Inh RYR3 TSHZ2	Inhibitory_neurons	F_e33	Female	e33	AD_both_mito	2197	3115	37	45	validated_complete	3	TRUE	12	11	3	TRUE	eligible	completed_significant	12	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	92	primary_Inh_SGCD_PDE3A_F_e33_AD_both_mito	inhibitory::Inh SGCD PDE3A::AD_vs_NCI__Female__e33	Inh SGCD PDE3A	Inhibitory_neurons	F_e33	Female	e33	AD_both_mito	392	441	35	43	validated_complete	3	TRUE	0	0	3	FALSE	effective_query_below_minimum	skipped_effective_query_below_minimum	0	FALSE	minimum_effective_query_genes_not_met
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	93	primary_Inh_SORCS1_TTN_F_e33_AD_both_mito	inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Female__e33	Inh SORCS1 TTN	Inhibitory_neurons	F_e33	Female	e33	AD_both_mito	774	1233	37	44	validated_complete	3	TRUE	11	11	3	TRUE	eligible	completed_significant	7	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	94	primary_Inh_VIP_ABI3BP_F_e33_AD_both_mito	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Female__e33	Inh VIP ABI3BP	Inhibitory_neurons	F_e33	Female	e33	AD_both_mito	1318	1765	37	45	validated_complete	3	TRUE	8	8	3	TRUE	eligible	completed_significant	15	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	95	primary_Inh_VIP_CLSTN2_F_e33_AD_both_mito	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e33	Inh VIP CLSTN2	Inhibitory_neurons	F_e33	Female	e33	AD_both_mito	1645	2181	37	45	validated_complete	3	TRUE	11	11	3	TRUE	eligible	completed_significant	12	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	96	primary_Inh_VIP_THSD7B_F_e33_AD_both_mito	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e33	Inh VIP THSD7B	Inhibitory_neurons	F_e33	Female	e33	AD_both_mito	742	1057	37	45	validated_complete	3	TRUE	7	7	3	TRUE	eligible	completed_significant	10	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	97	primary_Inh_VIP_TSHZ2_F_e33_AD_both_mito	inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Female__e33	Inh VIP TSHZ2	Inhibitory_neurons	F_e33	Female	e33	AD_both_mito	1054	1640	37	45	validated_complete	3	TRUE	4	4	3	TRUE	eligible	completed_significant	10	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	98	primary_Mic_MKI67_F_e33_AD_both_mito	immune::Mic MKI67::AD_vs_NCI__Female__e33	Mic MKI67	Microglia	F_e33	Female	e33	AD_both_mito	62	120	13	23	validated_complete	3	TRUE	0	0	3	FALSE	effective_query_below_minimum	skipped_effective_query_below_minimum	0	FALSE	minimum_effective_query_genes_not_met
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	99	primary_Mic_P2RY12_F_e33_AD_both_mito	immune::Mic P2RY12::AD_vs_NCI__Female__e33	Mic P2RY12	Microglia	F_e33	Female	e33	AD_both_mito	6469	8698	37	45	validated_complete	3	TRUE	3	2	3	FALSE	effective_query_below_minimum	skipped_effective_query_below_minimum	0	FALSE	minimum_effective_query_genes_not_met
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	100	primary_Mic_TPT1_F_e33_AD_both_mito	immune::Mic TPT1::AD_vs_NCI__Female__e33	Mic TPT1	Microglia	F_e33	Female	e33	AD_both_mito	537	869	33	43	validated_complete	3	TRUE	1	0	3	FALSE	effective_query_below_minimum	skipped_effective_query_below_minimum	0	FALSE	minimum_effective_query_genes_not_met
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	101	primary_OPC_F_e33_AD_both_mito	opcs::OPC::AD_vs_NCI__Female__e33	OPC	OPCs	F_e33	Female	e33	AD_both_mito	8923	10650	37	45	validated_complete	3	TRUE	28	22	3	TRUE	eligible	completed_significant	9	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	102	primary_Oli_F_e33_AD_both_mito	oligodendrocytes::Oli::AD_vs_NCI__Female__e33	Oli	Oligodendrocytes	F_e33	Female	e33	AD_both_mito	67094	75904	37	45	validated_complete	3	TRUE	11	10	3	TRUE	eligible	completed_significant	2	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	103	primary_T_cells_F_e33_AD_both_mito	immune::T cells::AD_vs_NCI__Female__e33	T cells	T_cells	F_e33	Female	e33	AD_both_mito	236	310	30	37	validated_complete	3	TRUE	1	0	3	FALSE	effective_query_below_minimum	skipped_effective_query_below_minimum	0	FALSE	minimum_effective_query_genes_not_met
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	104	primary_End_F_e33_AD_both_mito	vasculature::End::AD_vs_NCI__Female__e33	End	Vasculature_cells	F_e33	Female	e33	AD_both_mito	730	747	36	44	validated_complete	3	TRUE	3	2	3	FALSE	effective_query_below_minimum	skipped_effective_query_below_minimum	0	FALSE	minimum_effective_query_genes_not_met
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	105	primary_Fib_FLRT2_F_e33_AD_both_mito	vasculature::Fib FLRT2::AD_vs_NCI__Female__e33	Fib FLRT2	Vasculature_cells	F_e33	Female	e33	AD_both_mito	341	423	36	45	validated_complete	3	TRUE	0	0	3	FALSE	effective_query_below_minimum	skipped_effective_query_below_minimum	0	FALSE	minimum_effective_query_genes_not_met
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	106	primary_Fib_SLC4A4_F_e33_AD_both_mito	vasculature::Fib SLC4A4::AD_vs_NCI__Female__e33	Fib SLC4A4	Vasculature_cells	F_e33	Female	e33	AD_both_mito	57	55	9	8	validated_complete	3	TRUE	0	0	3	FALSE	effective_query_below_minimum	skipped_effective_query_below_minimum	0	FALSE	minimum_effective_query_genes_not_met
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	107	primary_Per_F_e33_AD_both_mito	vasculature::Per::AD_vs_NCI__Female__e33	Per	Vasculature_cells	F_e33	Female	e33	AD_both_mito	638	613	35	44	validated_complete	3	TRUE	1	0	3	FALSE	effective_query_below_minimum	skipped_effective_query_below_minimum	0	FALSE	minimum_effective_query_genes_not_met
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	108	primary_SMC_F_e33_AD_both_mito	vasculature::SMC::AD_vs_NCI__Female__e33	SMC	Vasculature_cells	F_e33	Female	e33	AD_both_mito	282	151	30	34	validated_complete	3	TRUE	0	0	3	FALSE	effective_query_below_minimum	skipped_effective_query_below_minimum	0	FALSE	minimum_effective_query_genes_not_met
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	109	primary_Ast_CHI3L1_F_e4_AD_both_mito	astrocytes::Ast CHI3L1::AD_vs_NCI__Female__e4	Ast CHI3L1	Astrocytes	F_e4	Female	e4	AD_both_mito	1193	1298	22	11	validated_complete	3	TRUE	89	80	3	TRUE	eligible	completed_significant	3	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	110	primary_Ast_DPP10_F_e4_AD_both_mito	astrocytes::Ast DPP10::AD_vs_NCI__Female__e4	Ast DPP10	Astrocytes	F_e4	Female	e4	AD_both_mito	1824	916	26	11	validated_complete	3	TRUE	35	30	3	TRUE	eligible	completed_significant	7	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	111	primary_Ast_GRM3_F_e4_AD_both_mito	astrocytes::Ast GRM3::AD_vs_NCI__Female__e4	Ast GRM3	Astrocytes	F_e4	Female	e4	AD_both_mito	5204	1797	26	11	validated_complete	3	TRUE	45	34	3	TRUE	eligible	completed_significant	1	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	112	primary_CAMs_F_e4_AD_both_mito	immune::CAMs::AD_vs_NCI__Female__e4	CAMs	CAMs	F_e4	Female	e4	AD_both_mito	139	65	24	11	validated_complete	3	TRUE	0	0	3	FALSE	effective_query_below_minimum	skipped_effective_query_below_minimum	0	FALSE	minimum_effective_query_genes_not_met
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	113	primary_Exc_L2_3_CBLN2_LINC02306_F_e4_AD_both_mito	excitatory_set1::Exc L2-3 CBLN2 LINC02306::AD_vs_NCI__Female__e4	Exc L2-3 CBLN2 LINC02306	Excitatory_neurons	F_e4	Female	e4	AD_both_mito	15950	14571	26	11	validated_complete	3	TRUE	281	258	3	TRUE	eligible	completed_significant	51	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	114	primary_Exc_L3_4_RORB_CUX2_F_e4_AD_both_mito	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Female__e4	Exc L3-4 RORB CUX2	Excitatory_neurons	F_e4	Female	e4	AD_both_mito	9664	4753	26	11	validated_complete	3	TRUE	39	27	3	TRUE	eligible	completed_no_significant	0	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	115	primary_Exc_L3_5_RORB_PLCH1_F_e4_AD_both_mito	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Female__e4	Exc L3-5 RORB PLCH1	Excitatory_neurons	F_e4	Female	e4	AD_both_mito	2439	1115	26	11	validated_complete	3	TRUE	55	45	3	TRUE	eligible	completed_significant	3	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	116	primary_Exc_L4_5_RORB_GABRG1_F_e4_AD_both_mito	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Female__e4	Exc L4-5 RORB GABRG1	Excitatory_neurons	F_e4	Female	e4	AD_both_mito	4249	2234	25	11	validated_complete	3	TRUE	83	72	3	TRUE	eligible	completed_significant	2	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	117	primary_Exc_L4_5_RORB_IL1RAPL2_F_e4_AD_both_mito	excitatory_set2::Exc L4-5 RORB IL1RAPL2::AD_vs_NCI__Female__e4	Exc L4-5 RORB IL1RAPL2	Excitatory_neurons	F_e4	Female	e4	AD_both_mito	6768	4054	26	11	validated_complete	3	TRUE	123	99	3	TRUE	eligible	completed_significant	31	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	118	primary_Exc_L5_ET_F_e4_AD_both_mito	excitatory_set3::Exc L5 ET::AD_vs_NCI__Female__e4	Exc L5 ET	Excitatory_neurons	F_e4	Female	e4	AD_both_mito	173	119	24	11	validated_complete	3	TRUE	1	1	3	FALSE	effective_query_below_minimum	skipped_effective_query_below_minimum	0	FALSE	minimum_effective_query_genes_not_met
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	119	primary_Exc_L5_6_RORB_LINC02196_F_e4_AD_both_mito	excitatory_set3::Exc L5-6 RORB LINC02196::AD_vs_NCI__Female__e4	Exc L5-6 RORB LINC02196	Excitatory_neurons	F_e4	Female	e4	AD_both_mito	1237	683	26	11	validated_complete	3	TRUE	41	31	3	TRUE	eligible	completed_no_significant	0	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	120	primary_Exc_L5_6_IT_Car3_F_e4_AD_both_mito	excitatory_set3::Exc L5/6 IT Car3::AD_vs_NCI__Female__e4	Exc L5/6 IT Car3	Excitatory_neurons	F_e4	Female	e4	AD_both_mito	1113	561	25	11	validated_complete	3	TRUE	111	94	3	TRUE	eligible	completed_significant	22	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	121	primary_Exc_L5_6_NP_F_e4_AD_both_mito	excitatory_set3::Exc L5/6 NP::AD_vs_NCI__Female__e4	Exc L5/6 NP	Excitatory_neurons	F_e4	Female	e4	AD_both_mito	967	561	24	11	validated_complete	3	TRUE	8	5	3	TRUE	eligible	completed_no_significant	0	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	122	primary_Exc_L6_CT_F_e4_AD_both_mito	excitatory_set3::Exc L6 CT::AD_vs_NCI__Female__e4	Exc L6 CT	Excitatory_neurons	F_e4	Female	e4	AD_both_mito	1402	835	25	11	validated_complete	3	TRUE	29	21	3	TRUE	eligible	completed_no_significant	0	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	123	primary_Exc_L6_THEMIS_NFIA_F_e4_AD_both_mito	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Female__e4	Exc L6 THEMIS NFIA	Excitatory_neurons	F_e4	Female	e4	AD_both_mito	4415	1837	25	11	validated_complete	3	TRUE	35	15	3	TRUE	eligible	completed_no_significant	0	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	124	primary_Exc_L6b_F_e4_AD_both_mito	excitatory_set3::Exc L6b::AD_vs_NCI__Female__e4	Exc L6b	Excitatory_neurons	F_e4	Female	e4	AD_both_mito	1520	846	25	11	validated_complete	3	TRUE	58	42	3	TRUE	eligible	completed_significant	2	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	125	primary_Exc_NRGN_F_e4_AD_both_mito	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e4	Exc NRGN	Excitatory_neurons	F_e4	Female	e4	AD_both_mito	1585	1156	26	11	validated_complete	3	TRUE	6	5	3	TRUE	eligible	completed_significant	5	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	126	primary_Exc_RELN_CHD7_F_e4_AD_both_mito	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Female__e4	Exc RELN CHD7	Excitatory_neurons	F_e4	Female	e4	AD_both_mito	884	736	24	11	validated_complete	3	TRUE	210	189	3	TRUE	eligible	completed_significant	12	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	127	primary_Inh_ALCAM_TRPM3_F_e4_AD_both_mito	inhibitory::Inh ALCAM TRPM3::AD_vs_NCI__Female__e4	Inh ALCAM TRPM3	Inhibitory_neurons	F_e4	Female	e4	AD_both_mito	605	329	24	11	validated_complete	3	TRUE	5	4	3	TRUE	eligible	completed_significant	6	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	128	primary_Inh_CUX2_MSR1_F_e4_AD_both_mito	inhibitory::Inh CUX2 MSR1::AD_vs_NCI__Female__e4	Inh CUX2 MSR1	Inhibitory_neurons	F_e4	Female	e4	AD_both_mito	1105	666	26	11	validated_complete	3	TRUE	10	9	3	TRUE	eligible	completed_significant	15	TRUE	NA
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	129	primary_Inh_ENOX2_SPHKAP_F_e4_AD_both_mito	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Female__e4	Inh ENOX2 SPHKAP	Inhibitory_neurons	F_e4	Female	e4	AD_both_mito	552	423	24	11	validated_complete	3	TRUE	0	0	3	FALSE	effective_query_below_minimum	skipped_effective_query_below_minimum	0	FALSE	minimum_effective_query_genes_not_met
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	130	primary_Inh_FBN2_EPB41L4A_F_e4_AD_both_mito	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Female__e4	Inh FBN2 EPB41L4A	Inhibitory_neurons	F_e4	Female	e4	AD_both_mito	395	239	24	11	validated_complete	3	TRUE	1	1	3	FALSE	effective_query_below_minimum	skipped_effective_query_below_minimum	0	FALSE	minimum_effective_query_genes_not_met
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	131	primary_Inh_GPC5_RIT2_F_e4_AD_both_mito	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Female__e4	Inh GPC5 RIT2	Inhibitory_neurons	F_e4	Female	e4	AD_both_mito	289	161	25	11	validated_complete	3	TRUE	1	1	3	FALSE	effective_query_below_minimum	skipped_effective_query_below_minimum	0	FALSE	minimum_effective_query_genes_not_met
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	132	primary_Inh_L1_PAX6_CA4_F_e4_AD_both_mito	inhibitory::Inh L1 PAX6 CA4::AD_vs_NCI__Female__e4	Inh L1 PAX6 CA4	Inhibitory_neurons	F_e4	Female	e4	AD_both_mito	294	224	23	11	validated_complete	3	TRUE	2	2	3	FALSE	effective_query_below_minimum	skipped_effective_query_below_minimum	0	FALSE	minimum_effective_query_genes_not_met
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	133	primary_Inh_L1_2_PAX6_SCGN_F_e4_AD_both_mito	inhibitory::Inh L1-2 PAX6 SCGN::AD_vs_NCI__Female__e4	Inh L1-2 PAX6 SCGN	Inhibitory_neurons	F_e4	Female	e4	AD_both_mito	104	59	22	10	validated_complete	3	TRUE	0	0	3	FALSE	effective_query_below_minimum	skipped_effective_query_below_minimum	0	FALSE	minimum_effective_query_genes_not_met
phase20_sexapoe_kda_simple_aggr_combo_v1_run_manifest	134	primary_Inh_L1_6_LAMP5_CA13_F_e4_AD_both_mito	inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Female__e4	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	F_e4	Female	e4	AD_both_mito	941	505	26	11	validated_complete	3	TRUE	9	8	3	TRUE	eligible	completed_no_significant	0	TRUE	NA
