schema_version	rds_id	manifest_row	contrast_id	cell_type_high_resolution	sex	apoe_group	yu_stratum	yu_contrast	contrast_family	contrast_name	analysis_population	manifest_modeling_status	terminal_status	genes_returned	paper_degs	cells_ad	cells_nci	donors_ad	donors_nci	message
yu_mast_contrast_status_v2	inhibitory	79	inhibitory::Inh LAMP5 RELN::AD_vs_NCI__Female__e2	Inh LAMP5 RELN	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	9130	0	70	339	7	14	
yu_mast_contrast_status_v2	inhibitory	80	inhibitory::Inh LAMP5 RELN::AD_vs_NCI__Female__e33	Inh LAMP5 RELN	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	7914	2	625	1354	34	44	
yu_mast_contrast_status_v2	inhibitory	81	inhibitory::Inh LAMP5 RELN::AD_vs_NCI__Female__e4	Inh LAMP5 RELN	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	7395	11	457	386	23	10	
yu_mast_contrast_status_v2	inhibitory	82	inhibitory::Inh LAMP5 RELN::AD_vs_NCI__Male__e2	Inh LAMP5 RELN	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	7811	0	128	92	6	4	
yu_mast_contrast_status_v2	inhibitory	83	inhibitory::Inh LAMP5 RELN::AD_vs_NCI__Male__e33	Inh LAMP5 RELN	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	8267	15	579	1573	25	50	
yu_mast_contrast_status_v2	inhibitory	84	inhibitory::Inh LAMP5 RELN::AD_vs_NCI__Male__e4	Inh LAMP5 RELN	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	7149	0	411	206	25	10	
yu_mast_contrast_status_v2	inhibitory	85	inhibitory::Inh PTPRK FAM19A1::AD_vs_NCI__Female__e2	Inh PTPRK FAM19A1	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	7403	4	111	427	8	15	
yu_mast_contrast_status_v2	inhibitory	86	inhibitory::Inh PTPRK FAM19A1::AD_vs_NCI__Female__e33	Inh PTPRK FAM19A1	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	7926	26	843	1500	36	45	
yu_mast_contrast_status_v2	inhibitory	87	inhibitory::Inh PTPRK FAM19A1::AD_vs_NCI__Female__e4	Inh PTPRK FAM19A1	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	7637	5	536	376	24	11	
yu_mast_contrast_status_v2	inhibitory	88	inhibitory::Inh PTPRK FAM19A1::AD_vs_NCI__Male__e2	Inh PTPRK FAM19A1	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	7504	1	134	111	7	5	
yu_mast_contrast_status_v2	inhibitory	89	inhibitory::Inh PTPRK FAM19A1::AD_vs_NCI__Male__e33	Inh PTPRK FAM19A1	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	8085	10	642	1791	27	51	
yu_mast_contrast_status_v2	inhibitory	90	inhibitory::Inh PTPRK FAM19A1::AD_vs_NCI__Male__e4	Inh PTPRK FAM19A1	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	7307	3	603	240	24	10	
yu_mast_contrast_status_v2	inhibitory	91	inhibitory::Inh PVALB CA8 (Chandelier)::AD_vs_NCI__Female__e2	Inh PVALB CA8 (Chandelier)	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	8678	16	173	596	8	16	
yu_mast_contrast_status_v2	inhibitory	92	inhibitory::Inh PVALB CA8 (Chandelier)::AD_vs_NCI__Female__e33	Inh PVALB CA8 (Chandelier)	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	9083	138	1493	1771	37	45	
yu_mast_contrast_status_v2	inhibitory	93	inhibitory::Inh PVALB CA8 (Chandelier)::AD_vs_NCI__Female__e4	Inh PVALB CA8 (Chandelier)	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	8770	121	812	488	25	11	
yu_mast_contrast_status_v2	inhibitory	94	inhibitory::Inh PVALB CA8 (Chandelier)::AD_vs_NCI__Male__e2	Inh PVALB CA8 (Chandelier)	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	9232	163	226	206	7	6	
yu_mast_contrast_status_v2	inhibitory	95	inhibitory::Inh PVALB CA8 (Chandelier)::AD_vs_NCI__Male__e33	Inh PVALB CA8 (Chandelier)	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	8659	96	838	2277	27	52	
yu_mast_contrast_status_v2	inhibitory	96	inhibitory::Inh PVALB CA8 (Chandelier)::AD_vs_NCI__Male__e4	Inh PVALB CA8 (Chandelier)	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	8362	81	815	333	26	10	
yu_mast_contrast_status_v2	inhibitory	97	inhibitory::Inh PVALB HTR4::AD_vs_NCI__Female__e2	Inh PVALB HTR4	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	10720	510	484	1654	8	16	
yu_mast_contrast_status_v2	inhibitory	98	inhibitory::Inh PVALB HTR4::AD_vs_NCI__Female__e33	Inh PVALB HTR4	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	10344	231	3965	4963	37	45	
yu_mast_contrast_status_v2	inhibitory	99	inhibitory::Inh PVALB HTR4::AD_vs_NCI__Female__e4	Inh PVALB HTR4	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	10318	945	2139	1553	25	11	
yu_mast_contrast_status_v2	inhibitory	100	inhibitory::Inh PVALB HTR4::AD_vs_NCI__Male__e2	Inh PVALB HTR4	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	11144	2145	612	545	7	6	
yu_mast_contrast_status_v2	inhibitory	101	inhibitory::Inh PVALB HTR4::AD_vs_NCI__Male__e33	Inh PVALB HTR4	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	10283	152	2488	6929	27	52	
yu_mast_contrast_status_v2	inhibitory	102	inhibitory::Inh PVALB HTR4::AD_vs_NCI__Male__e4	Inh PVALB HTR4	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	10116	466	2593	877	27	10	
yu_mast_contrast_status_v2	inhibitory	103	inhibitory::Inh PVALB SULF1::AD_vs_NCI__Female__e2	Inh PVALB SULF1	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	10300	120	310	766	8	16	
yu_mast_contrast_status_v2	inhibitory	104	inhibitory::Inh PVALB SULF1::AD_vs_NCI__Female__e33	Inh PVALB SULF1	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	10091	130	2133	2480	37	45	
yu_mast_contrast_status_v2	inhibitory	105	inhibitory::Inh PVALB SULF1::AD_vs_NCI__Female__e4	Inh PVALB SULF1	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	10133	245	1169	639	24	11	
yu_mast_contrast_status_v2	inhibitory	106	inhibitory::Inh PVALB SULF1::AD_vs_NCI__Male__e2	Inh PVALB SULF1	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	10516	464	331	368	7	6	
yu_mast_contrast_status_v2	inhibitory	107	inhibitory::Inh PVALB SULF1::AD_vs_NCI__Male__e33	Inh PVALB SULF1	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	9907	95	1228	3381	27	52	
yu_mast_contrast_status_v2	inhibitory	108	inhibitory::Inh PVALB SULF1::AD_vs_NCI__Male__e4	Inh PVALB SULF1	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	9915	102	1324	462	27	10	
yu_mast_contrast_status_v2	inhibitory	109	inhibitory::Inh RYR3 TSHZ2::AD_vs_NCI__Female__e2	Inh RYR3 TSHZ2	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	8144	71	294	919	8	16	
yu_mast_contrast_status_v2	inhibitory	110	inhibitory::Inh RYR3 TSHZ2::AD_vs_NCI__Female__e33	Inh RYR3 TSHZ2	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	8580	58	2197	3115	37	45	
yu_mast_contrast_status_v2	inhibitory	111	inhibitory::Inh RYR3 TSHZ2::AD_vs_NCI__Female__e4	Inh RYR3 TSHZ2	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	8574	75	1239	679	26	11	
yu_mast_contrast_status_v2	inhibitory	112	inhibitory::Inh RYR3 TSHZ2::AD_vs_NCI__Male__e2	Inh RYR3 TSHZ2	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	7999	804	362	297	7	6	
yu_mast_contrast_status_v2	inhibitory	113	inhibitory::Inh RYR3 TSHZ2::AD_vs_NCI__Male__e33	Inh RYR3 TSHZ2	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	8205	41	1463	3874	27	53	
yu_mast_contrast_status_v2	inhibitory	114	inhibitory::Inh RYR3 TSHZ2::AD_vs_NCI__Male__e4	Inh RYR3 TSHZ2	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	7724	69	1414	587	27	10	
yu_mast_contrast_status_v2	inhibitory	115	inhibitory::Inh SGCD PDE3A::AD_vs_NCI__Female__e2	Inh SGCD PDE3A	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	11251	2	51	133	8	16	
yu_mast_contrast_status_v2	inhibitory	116	inhibitory::Inh SGCD PDE3A::AD_vs_NCI__Female__e33	Inh SGCD PDE3A	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	10946	3	392	441	35	43	
yu_mast_contrast_status_v2	inhibitory	117	inhibitory::Inh SGCD PDE3A::AD_vs_NCI__Female__e4	Inh SGCD PDE3A	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	10940	1	229	154	24	11	
yu_mast_contrast_status_v2	inhibitory	118	inhibitory::Inh SGCD PDE3A::AD_vs_NCI__Male__e2	Inh SGCD PDE3A	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	10817	0	45	50	6	5	
yu_mast_contrast_status_v2	inhibitory	119	inhibitory::Inh SGCD PDE3A::AD_vs_NCI__Male__e33	Inh SGCD PDE3A	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	10798	0	241	651	26	51	
yu_mast_contrast_status_v2	inhibitory	120	inhibitory::Inh SGCD PDE3A::AD_vs_NCI__Male__e4	Inh SGCD PDE3A	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	10715	0	255	103	26	9	
yu_mast_contrast_status_v2	inhibitory	121	inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Female__e2	Inh SORCS1 TTN	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	7459	6	115	377	8	14	
yu_mast_contrast_status_v2	inhibitory	122	inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Female__e33	Inh SORCS1 TTN	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	7744	18	774	1233	37	44	
yu_mast_contrast_status_v2	inhibitory	123	inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Female__e4	Inh SORCS1 TTN	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	7129	0	479	426	23	10	
yu_mast_contrast_status_v2	inhibitory	124	inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Male__e2	Inh SORCS1 TTN	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	7621	1	145	92	6	6	
yu_mast_contrast_status_v2	inhibitory	125	inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Male__e33	Inh SORCS1 TTN	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	7820	13	586	1612	28	50	
yu_mast_contrast_status_v2	inhibitory	126	inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Male__e4	Inh SORCS1 TTN	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	7382	10	537	193	25	10	
yu_mast_contrast_status_v2	inhibitory	127	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Female__e2	Inh VIP ABI3BP	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	9838	28	174	487	8	16	
yu_mast_contrast_status_v2	inhibitory	128	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Female__e33	Inh VIP ABI3BP	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	10015	100	1318	1765	37	45	
yu_mast_contrast_status_v2	inhibitory	129	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Female__e4	Inh VIP ABI3BP	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	10063	102	743	480	26	11	
yu_mast_contrast_status_v2	inhibitory	130	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Male__e2	Inh VIP ABI3BP	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	10144	11	200	178	7	6	
yu_mast_contrast_status_v2	inhibitory	131	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Male__e33	Inh VIP ABI3BP	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	9675	13	873	2403	27	53	
yu_mast_contrast_status_v2	inhibitory	132	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Male__e4	Inh VIP ABI3BP	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	9333	67	840	352	27	10	
yu_mast_contrast_status_v2	inhibitory	133	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e2	Inh VIP CLSTN2	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	9724	35	196	714	8	16	
yu_mast_contrast_status_v2	inhibitory	134	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e33	Inh VIP CLSTN2	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	9482	50	1645	2181	37	45	
yu_mast_contrast_status_v2	inhibitory	135	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e4	Inh VIP CLSTN2	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	9420	64	912	608	26	11	
yu_mast_contrast_status_v2	inhibitory	136	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Male__e2	Inh VIP CLSTN2	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	9529	200	249	209	7	6	
yu_mast_contrast_status_v2	inhibitory	137	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Male__e33	Inh VIP CLSTN2	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	8956	12	1110	2848	27	52	
yu_mast_contrast_status_v2	inhibitory	138	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Male__e4	Inh VIP CLSTN2	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	9046	75	1021	472	27	10	
yu_mast_contrast_status_v2	inhibitory	139	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e2	Inh VIP THSD7B	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	9227	5	57	319	8	14	
yu_mast_contrast_status_v2	inhibitory	140	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e33	Inh VIP THSD7B	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	9029	18	742	1057	37	45	
yu_mast_contrast_status_v2	inhibitory	141	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e4	Inh VIP THSD7B	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	9011	4	473	269	25	11	
yu_mast_contrast_status_v2	inhibitory	142	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Male__e2	Inh VIP THSD7B	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	9312	0	131	88	7	5	
yu_mast_contrast_status_v2	inhibitory	143	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Male__e33	Inh VIP THSD7B	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	9238	2	481	1353	27	52	
yu_mast_contrast_status_v2	inhibitory	144	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Male__e4	Inh VIP THSD7B	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	8819	2	507	179	25	10	
yu_mast_contrast_status_v2	inhibitory	145	inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Female__e2	Inh VIP TSHZ2	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	8750	15	139	517	8	16	
yu_mast_contrast_status_v2	inhibitory	146	inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Female__e33	Inh VIP TSHZ2	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	8779	11	1054	1640	37	45	
yu_mast_contrast_status_v2	inhibitory	147	inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Female__e4	Inh VIP TSHZ2	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	8800	109	650	377	26	11	
yu_mast_contrast_status_v2	inhibitory	148	inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Male__e2	Inh VIP TSHZ2	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	8259	13	172	162	7	5	
yu_mast_contrast_status_v2	inhibitory	149	inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Male__e33	Inh VIP TSHZ2	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	8534	9	737	2077	27	52	
yu_mast_contrast_status_v2	inhibitory	150	inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Male__e4	Inh VIP TSHZ2	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	7852	8	730	299	27	10	
