query_order	query_id	background_id	contrast_order	contrast_id	kda_run_id	rds_id	fine_cell_type	broad_cell_type	signature_group	sex	apoe_group	query_mode	query_direction	structural_status	structurally_available	source_significant_feature_rows	mapped_unique_query_genes	duplicate_symbol_collapses	query_size	background_size	query_status	schema_version
228	excitatory_set3::Exc L6 CT::AD_vs_NCI__Male__e2::AD_down_mito	excitatory_set3::Exc L6 CT::AD_vs_NCI__Male__e2	76	excitatory_set3::Exc L6 CT::AD_vs_NCI__Male__e2	NA	excitatory_set3	Exc L6 CT	Excitatory_neurons	M_e2	Male	e2	AD_down_mito	down	estimable_validated	TRUE	46	46	0	46	857	testable_query	fine_deg_pathway_query_manifest_v1
229	excitatory_set3::Exc L6 CT::AD_vs_NCI__Male__e33::AD_any_mito	excitatory_set3::Exc L6 CT::AD_vs_NCI__Male__e33	77	excitatory_set3::Exc L6 CT::AD_vs_NCI__Male__e33	NA	excitatory_set3	Exc L6 CT	Excitatory_neurons	M_e33	Male	e33	AD_any_mito	any	estimable_validated	TRUE	38	38	0	38	833	testable_query	fine_deg_pathway_query_manifest_v1
230	excitatory_set3::Exc L6 CT::AD_vs_NCI__Male__e33::AD_up_mito	excitatory_set3::Exc L6 CT::AD_vs_NCI__Male__e33	77	excitatory_set3::Exc L6 CT::AD_vs_NCI__Male__e33	NA	excitatory_set3	Exc L6 CT	Excitatory_neurons	M_e33	Male	e33	AD_up_mito	up	estimable_validated	TRUE	32	32	0	32	833	testable_query	fine_deg_pathway_query_manifest_v1
231	excitatory_set3::Exc L6 CT::AD_vs_NCI__Male__e33::AD_down_mito	excitatory_set3::Exc L6 CT::AD_vs_NCI__Male__e33	77	excitatory_set3::Exc L6 CT::AD_vs_NCI__Male__e33	NA	excitatory_set3	Exc L6 CT	Excitatory_neurons	M_e33	Male	e33	AD_down_mito	down	estimable_validated	TRUE	6	6	0	6	833	testable_query	fine_deg_pathway_query_manifest_v1
232	excitatory_set3::Exc L6 CT::AD_vs_NCI__Male__e4::AD_any_mito	excitatory_set3::Exc L6 CT::AD_vs_NCI__Male__e4	78	excitatory_set3::Exc L6 CT::AD_vs_NCI__Male__e4	NA	excitatory_set3	Exc L6 CT	Excitatory_neurons	M_e4	Male	e4	AD_any_mito	any	estimable_validated	TRUE	26	26	0	26	872	testable_query	fine_deg_pathway_query_manifest_v1
233	excitatory_set3::Exc L6 CT::AD_vs_NCI__Male__e4::AD_up_mito	excitatory_set3::Exc L6 CT::AD_vs_NCI__Male__e4	78	excitatory_set3::Exc L6 CT::AD_vs_NCI__Male__e4	NA	excitatory_set3	Exc L6 CT	Excitatory_neurons	M_e4	Male	e4	AD_up_mito	up	estimable_validated	TRUE	14	14	0	14	872	testable_query	fine_deg_pathway_query_manifest_v1
234	excitatory_set3::Exc L6 CT::AD_vs_NCI__Male__e4::AD_down_mito	excitatory_set3::Exc L6 CT::AD_vs_NCI__Male__e4	78	excitatory_set3::Exc L6 CT::AD_vs_NCI__Male__e4	NA	excitatory_set3	Exc L6 CT	Excitatory_neurons	M_e4	Male	e4	AD_down_mito	down	estimable_validated	TRUE	12	12	0	12	872	testable_query	fine_deg_pathway_query_manifest_v1
235	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Female__e2::AD_any_mito	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Female__e2	79	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Female__e2	NA	excitatory_set3	Exc L6 THEMIS NFIA	Excitatory_neurons	F_e2	Female	e2	AD_any_mito	any	estimable_validated	TRUE	139	139	0	139	954	testable_query	fine_deg_pathway_query_manifest_v1
236	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Female__e2::AD_up_mito	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Female__e2	79	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Female__e2	NA	excitatory_set3	Exc L6 THEMIS NFIA	Excitatory_neurons	F_e2	Female	e2	AD_up_mito	up	estimable_validated	TRUE	131	131	0	131	954	testable_query	fine_deg_pathway_query_manifest_v1
237	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Female__e2::AD_down_mito	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Female__e2	79	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Female__e2	NA	excitatory_set3	Exc L6 THEMIS NFIA	Excitatory_neurons	F_e2	Female	e2	AD_down_mito	down	estimable_validated	TRUE	8	8	0	8	954	testable_query	fine_deg_pathway_query_manifest_v1
238	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Female__e33::AD_any_mito	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Female__e33	80	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Female__e33	NA	excitatory_set3	Exc L6 THEMIS NFIA	Excitatory_neurons	F_e33	Female	e33	AD_any_mito	any	estimable_validated	TRUE	26	26	0	26	936	testable_query	fine_deg_pathway_query_manifest_v1
239	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Female__e33::AD_up_mito	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Female__e33	80	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Female__e33	NA	excitatory_set3	Exc L6 THEMIS NFIA	Excitatory_neurons	F_e33	Female	e33	AD_up_mito	up	estimable_validated	TRUE	20	20	0	20	936	testable_query	fine_deg_pathway_query_manifest_v1
240	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Female__e33::AD_down_mito	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Female__e33	80	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Female__e33	NA	excitatory_set3	Exc L6 THEMIS NFIA	Excitatory_neurons	F_e33	Female	e33	AD_down_mito	down	estimable_validated	TRUE	6	6	0	6	936	testable_query	fine_deg_pathway_query_manifest_v1
241	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Female__e4::AD_any_mito	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Female__e4	81	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Female__e4	NA	excitatory_set3	Exc L6 THEMIS NFIA	Excitatory_neurons	F_e4	Female	e4	AD_any_mito	any	estimable_validated	TRUE	35	35	0	35	956	testable_query	fine_deg_pathway_query_manifest_v1
242	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Female__e4::AD_up_mito	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Female__e4	81	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Female__e4	NA	excitatory_set3	Exc L6 THEMIS NFIA	Excitatory_neurons	F_e4	Female	e4	AD_up_mito	up	estimable_validated	TRUE	3	3	0	3	956	testable_query	fine_deg_pathway_query_manifest_v1
243	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Female__e4::AD_down_mito	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Female__e4	81	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Female__e4	NA	excitatory_set3	Exc L6 THEMIS NFIA	Excitatory_neurons	F_e4	Female	e4	AD_down_mito	down	estimable_validated	TRUE	32	32	0	32	956	testable_query	fine_deg_pathway_query_manifest_v1
244	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Male__e2::AD_any_mito	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Male__e2	82	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Male__e2	NA	excitatory_set3	Exc L6 THEMIS NFIA	Excitatory_neurons	M_e2	Male	e2	AD_any_mito	any	estimable_validated	TRUE	152	152	0	152	948	testable_query	fine_deg_pathway_query_manifest_v1
245	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Male__e2::AD_up_mito	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Male__e2	82	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Male__e2	NA	excitatory_set3	Exc L6 THEMIS NFIA	Excitatory_neurons	M_e2	Male	e2	AD_up_mito	up	estimable_validated	TRUE	137	137	0	137	948	testable_query	fine_deg_pathway_query_manifest_v1
246	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Male__e2::AD_down_mito	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Male__e2	82	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Male__e2	NA	excitatory_set3	Exc L6 THEMIS NFIA	Excitatory_neurons	M_e2	Male	e2	AD_down_mito	down	estimable_validated	TRUE	15	15	0	15	948	testable_query	fine_deg_pathway_query_manifest_v1
247	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Male__e33::AD_any_mito	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Male__e33	83	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Male__e33	NA	excitatory_set3	Exc L6 THEMIS NFIA	Excitatory_neurons	M_e33	Male	e33	AD_any_mito	any	estimable_validated	TRUE	3	3	0	3	919	testable_query	fine_deg_pathway_query_manifest_v1
248	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Male__e33::AD_up_mito	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Male__e33	83	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Male__e33	NA	excitatory_set3	Exc L6 THEMIS NFIA	Excitatory_neurons	M_e33	Male	e33	AD_up_mito	up	estimable_validated	TRUE	2	2	0	2	919	query_below_minimum	fine_deg_pathway_query_manifest_v1
249	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Male__e33::AD_down_mito	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Male__e33	83	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Male__e33	NA	excitatory_set3	Exc L6 THEMIS NFIA	Excitatory_neurons	M_e33	Male	e33	AD_down_mito	down	estimable_validated	TRUE	1	1	0	1	919	query_below_minimum	fine_deg_pathway_query_manifest_v1
250	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Male__e4::AD_any_mito	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Male__e4	84	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Male__e4	NA	excitatory_set3	Exc L6 THEMIS NFIA	Excitatory_neurons	M_e4	Male	e4	AD_any_mito	any	estimable_validated	TRUE	39	39	0	39	939	testable_query	fine_deg_pathway_query_manifest_v1
251	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Male__e4::AD_up_mito	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Male__e4	84	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Male__e4	NA	excitatory_set3	Exc L6 THEMIS NFIA	Excitatory_neurons	M_e4	Male	e4	AD_up_mito	up	estimable_validated	TRUE	30	30	0	30	939	testable_query	fine_deg_pathway_query_manifest_v1
252	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Male__e4::AD_down_mito	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Male__e4	84	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Male__e4	NA	excitatory_set3	Exc L6 THEMIS NFIA	Excitatory_neurons	M_e4	Male	e4	AD_down_mito	down	estimable_validated	TRUE	9	9	0	9	939	testable_query	fine_deg_pathway_query_manifest_v1
253	excitatory_set3::Exc L6b::AD_vs_NCI__Female__e2::AD_any_mito	excitatory_set3::Exc L6b::AD_vs_NCI__Female__e2	85	excitatory_set3::Exc L6b::AD_vs_NCI__Female__e2	NA	excitatory_set3	Exc L6b	Excitatory_neurons	F_e2	Female	e2	AD_any_mito	any	estimable_validated	TRUE	18	18	0	18	954	testable_query	fine_deg_pathway_query_manifest_v1
254	excitatory_set3::Exc L6b::AD_vs_NCI__Female__e2::AD_up_mito	excitatory_set3::Exc L6b::AD_vs_NCI__Female__e2	85	excitatory_set3::Exc L6b::AD_vs_NCI__Female__e2	NA	excitatory_set3	Exc L6b	Excitatory_neurons	F_e2	Female	e2	AD_up_mito	up	estimable_validated	TRUE	11	11	0	11	954	testable_query	fine_deg_pathway_query_manifest_v1
255	excitatory_set3::Exc L6b::AD_vs_NCI__Female__e2::AD_down_mito	excitatory_set3::Exc L6b::AD_vs_NCI__Female__e2	85	excitatory_set3::Exc L6b::AD_vs_NCI__Female__e2	NA	excitatory_set3	Exc L6b	Excitatory_neurons	F_e2	Female	e2	AD_down_mito	down	estimable_validated	TRUE	7	7	0	7	954	testable_query	fine_deg_pathway_query_manifest_v1
256	excitatory_set3::Exc L6b::AD_vs_NCI__Female__e33::AD_any_mito	excitatory_set3::Exc L6b::AD_vs_NCI__Female__e33	86	excitatory_set3::Exc L6b::AD_vs_NCI__Female__e33	NA	excitatory_set3	Exc L6b	Excitatory_neurons	F_e33	Female	e33	AD_any_mito	any	estimable_validated	TRUE	56	56	0	56	928	testable_query	fine_deg_pathway_query_manifest_v1
257	excitatory_set3::Exc L6b::AD_vs_NCI__Female__e33::AD_up_mito	excitatory_set3::Exc L6b::AD_vs_NCI__Female__e33	86	excitatory_set3::Exc L6b::AD_vs_NCI__Female__e33	NA	excitatory_set3	Exc L6b	Excitatory_neurons	F_e33	Female	e33	AD_up_mito	up	estimable_validated	TRUE	44	44	0	44	928	testable_query	fine_deg_pathway_query_manifest_v1
258	excitatory_set3::Exc L6b::AD_vs_NCI__Female__e33::AD_down_mito	excitatory_set3::Exc L6b::AD_vs_NCI__Female__e33	86	excitatory_set3::Exc L6b::AD_vs_NCI__Female__e33	NA	excitatory_set3	Exc L6b	Excitatory_neurons	F_e33	Female	e33	AD_down_mito	down	estimable_validated	TRUE	12	12	0	12	928	testable_query	fine_deg_pathway_query_manifest_v1
259	excitatory_set3::Exc L6b::AD_vs_NCI__Female__e4::AD_any_mito	excitatory_set3::Exc L6b::AD_vs_NCI__Female__e4	87	excitatory_set3::Exc L6b::AD_vs_NCI__Female__e4	NA	excitatory_set3	Exc L6b	Excitatory_neurons	F_e4	Female	e4	AD_any_mito	any	estimable_validated	TRUE	58	58	0	58	949	testable_query	fine_deg_pathway_query_manifest_v1
260	excitatory_set3::Exc L6b::AD_vs_NCI__Female__e4::AD_up_mito	excitatory_set3::Exc L6b::AD_vs_NCI__Female__e4	87	excitatory_set3::Exc L6b::AD_vs_NCI__Female__e4	NA	excitatory_set3	Exc L6b	Excitatory_neurons	F_e4	Female	e4	AD_up_mito	up	estimable_validated	TRUE	2	2	0	2	949	query_below_minimum	fine_deg_pathway_query_manifest_v1
261	excitatory_set3::Exc L6b::AD_vs_NCI__Female__e4::AD_down_mito	excitatory_set3::Exc L6b::AD_vs_NCI__Female__e4	87	excitatory_set3::Exc L6b::AD_vs_NCI__Female__e4	NA	excitatory_set3	Exc L6b	Excitatory_neurons	F_e4	Female	e4	AD_down_mito	down	estimable_validated	TRUE	56	56	0	56	949	testable_query	fine_deg_pathway_query_manifest_v1
262	excitatory_set3::Exc L6b::AD_vs_NCI__Male__e2::AD_any_mito	excitatory_set3::Exc L6b::AD_vs_NCI__Male__e2	88	excitatory_set3::Exc L6b::AD_vs_NCI__Male__e2	NA	excitatory_set3	Exc L6b	Excitatory_neurons	M_e2	Male	e2	AD_any_mito	any	estimable_validated	TRUE	183	183	0	183	933	testable_query	fine_deg_pathway_query_manifest_v1
263	excitatory_set3::Exc L6b::AD_vs_NCI__Male__e2::AD_up_mito	excitatory_set3::Exc L6b::AD_vs_NCI__Male__e2	88	excitatory_set3::Exc L6b::AD_vs_NCI__Male__e2	NA	excitatory_set3	Exc L6b	Excitatory_neurons	M_e2	Male	e2	AD_up_mito	up	estimable_validated	TRUE	140	140	0	140	933	testable_query	fine_deg_pathway_query_manifest_v1
264	excitatory_set3::Exc L6b::AD_vs_NCI__Male__e2::AD_down_mito	excitatory_set3::Exc L6b::AD_vs_NCI__Male__e2	88	excitatory_set3::Exc L6b::AD_vs_NCI__Male__e2	NA	excitatory_set3	Exc L6b	Excitatory_neurons	M_e2	Male	e2	AD_down_mito	down	estimable_validated	TRUE	43	43	0	43	933	testable_query	fine_deg_pathway_query_manifest_v1
265	excitatory_set3::Exc L6b::AD_vs_NCI__Male__e33::AD_any_mito	excitatory_set3::Exc L6b::AD_vs_NCI__Male__e33	89	excitatory_set3::Exc L6b::AD_vs_NCI__Male__e33	NA	excitatory_set3	Exc L6b	Excitatory_neurons	M_e33	Male	e33	AD_any_mito	any	estimable_validated	TRUE	39	39	0	39	904	testable_query	fine_deg_pathway_query_manifest_v1
266	excitatory_set3::Exc L6b::AD_vs_NCI__Male__e33::AD_up_mito	excitatory_set3::Exc L6b::AD_vs_NCI__Male__e33	89	excitatory_set3::Exc L6b::AD_vs_NCI__Male__e33	NA	excitatory_set3	Exc L6b	Excitatory_neurons	M_e33	Male	e33	AD_up_mito	up	estimable_validated	TRUE	27	27	0	27	904	testable_query	fine_deg_pathway_query_manifest_v1
267	excitatory_set3::Exc L6b::AD_vs_NCI__Male__e33::AD_down_mito	excitatory_set3::Exc L6b::AD_vs_NCI__Male__e33	89	excitatory_set3::Exc L6b::AD_vs_NCI__Male__e33	NA	excitatory_set3	Exc L6b	Excitatory_neurons	M_e33	Male	e33	AD_down_mito	down	estimable_validated	TRUE	12	12	0	12	904	testable_query	fine_deg_pathway_query_manifest_v1
268	excitatory_set3::Exc L6b::AD_vs_NCI__Male__e4::AD_any_mito	excitatory_set3::Exc L6b::AD_vs_NCI__Male__e4	90	excitatory_set3::Exc L6b::AD_vs_NCI__Male__e4	NA	excitatory_set3	Exc L6b	Excitatory_neurons	M_e4	Male	e4	AD_any_mito	any	estimable_validated	TRUE	37	37	0	37	938	testable_query	fine_deg_pathway_query_manifest_v1
269	excitatory_set3::Exc L6b::AD_vs_NCI__Male__e4::AD_up_mito	excitatory_set3::Exc L6b::AD_vs_NCI__Male__e4	90	excitatory_set3::Exc L6b::AD_vs_NCI__Male__e4	NA	excitatory_set3	Exc L6b	Excitatory_neurons	M_e4	Male	e4	AD_up_mito	up	estimable_validated	TRUE	15	15	0	15	938	testable_query	fine_deg_pathway_query_manifest_v1
270	excitatory_set3::Exc L6b::AD_vs_NCI__Male__e4::AD_down_mito	excitatory_set3::Exc L6b::AD_vs_NCI__Male__e4	90	excitatory_set3::Exc L6b::AD_vs_NCI__Male__e4	NA	excitatory_set3	Exc L6b	Excitatory_neurons	M_e4	Male	e4	AD_down_mito	down	estimable_validated	TRUE	22	22	0	22	938	testable_query	fine_deg_pathway_query_manifest_v1
271	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e2::AD_any_mito	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e2	91	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e2	NA	excitatory_set3	Exc NRGN	Excitatory_neurons	F_e2	Female	e2	AD_any_mito	any	estimable_validated	TRUE	1	1	0	1	372	query_below_minimum	fine_deg_pathway_query_manifest_v1
272	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e2::AD_up_mito	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e2	91	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e2	NA	excitatory_set3	Exc NRGN	Excitatory_neurons	F_e2	Female	e2	AD_up_mito	up	estimable_validated	TRUE	0	0	0	0	372	empty_query	fine_deg_pathway_query_manifest_v1
273	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e2::AD_down_mito	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e2	91	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e2	NA	excitatory_set3	Exc NRGN	Excitatory_neurons	F_e2	Female	e2	AD_down_mito	down	estimable_validated	TRUE	1	1	0	1	372	query_below_minimum	fine_deg_pathway_query_manifest_v1
274	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e33::AD_any_mito	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e33	92	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e33	NA	excitatory_set3	Exc NRGN	Excitatory_neurons	F_e33	Female	e33	AD_any_mito	any	estimable_validated	TRUE	14	14	0	14	318	testable_query	fine_deg_pathway_query_manifest_v1
275	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e33::AD_up_mito	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e33	92	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e33	NA	excitatory_set3	Exc NRGN	Excitatory_neurons	F_e33	Female	e33	AD_up_mito	up	estimable_validated	TRUE	5	5	0	5	318	testable_query	fine_deg_pathway_query_manifest_v1
276	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e33::AD_down_mito	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e33	92	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e33	NA	excitatory_set3	Exc NRGN	Excitatory_neurons	F_e33	Female	e33	AD_down_mito	down	estimable_validated	TRUE	9	9	0	9	318	testable_query	fine_deg_pathway_query_manifest_v1
277	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e4::AD_any_mito	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e4	93	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e4	NA	excitatory_set3	Exc NRGN	Excitatory_neurons	F_e4	Female	e4	AD_any_mito	any	estimable_validated	TRUE	6	6	0	6	336	testable_query	fine_deg_pathway_query_manifest_v1
278	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e4::AD_up_mito	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e4	93	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e4	NA	excitatory_set3	Exc NRGN	Excitatory_neurons	F_e4	Female	e4	AD_up_mito	up	estimable_validated	TRUE	1	1	0	1	336	query_below_minimum	fine_deg_pathway_query_manifest_v1
279	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e4::AD_down_mito	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e4	93	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e4	NA	excitatory_set3	Exc NRGN	Excitatory_neurons	F_e4	Female	e4	AD_down_mito	down	estimable_validated	TRUE	5	5	0	5	336	testable_query	fine_deg_pathway_query_manifest_v1
280	excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e2::AD_any_mito	excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e2	94	excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e2	NA	excitatory_set3	Exc NRGN	Excitatory_neurons	M_e2	Male	e2	AD_any_mito	any	estimable_validated	TRUE	181	181	0	181	361	testable_query	fine_deg_pathway_query_manifest_v1
281	excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e2::AD_up_mito	excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e2	94	excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e2	NA	excitatory_set3	Exc NRGN	Excitatory_neurons	M_e2	Male	e2	AD_up_mito	up	estimable_validated	TRUE	107	107	0	107	361	testable_query	fine_deg_pathway_query_manifest_v1
282	excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e2::AD_down_mito	excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e2	94	excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e2	NA	excitatory_set3	Exc NRGN	Excitatory_neurons	M_e2	Male	e2	AD_down_mito	down	estimable_validated	TRUE	74	74	0	74	361	testable_query	fine_deg_pathway_query_manifest_v1
283	excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e33::AD_any_mito	excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e33	95	excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e33	NA	excitatory_set3	Exc NRGN	Excitatory_neurons	M_e33	Male	e33	AD_any_mito	any	estimable_validated	TRUE	204	204	0	204	299	testable_query	fine_deg_pathway_query_manifest_v1
284	excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e33::AD_up_mito	excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e33	95	excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e33	NA	excitatory_set3	Exc NRGN	Excitatory_neurons	M_e33	Male	e33	AD_up_mito	up	estimable_validated	TRUE	46	46	0	46	299	testable_query	fine_deg_pathway_query_manifest_v1
285	excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e33::AD_down_mito	excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e33	95	excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e33	NA	excitatory_set3	Exc NRGN	Excitatory_neurons	M_e33	Male	e33	AD_down_mito	down	estimable_validated	TRUE	158	158	0	158	299	testable_query	fine_deg_pathway_query_manifest_v1
286	excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e4::AD_any_mito	excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e4	96	excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e4	NA	excitatory_set3	Exc NRGN	Excitatory_neurons	M_e4	Male	e4	AD_any_mito	any	estimable_validated	TRUE	115	115	0	115	469	testable_query	fine_deg_pathway_query_manifest_v1
287	excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e4::AD_up_mito	excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e4	96	excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e4	NA	excitatory_set3	Exc NRGN	Excitatory_neurons	M_e4	Male	e4	AD_up_mito	up	estimable_validated	TRUE	33	33	0	33	469	testable_query	fine_deg_pathway_query_manifest_v1
288	excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e4::AD_down_mito	excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e4	96	excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e4	NA	excitatory_set3	Exc NRGN	Excitatory_neurons	M_e4	Male	e4	AD_down_mito	down	estimable_validated	TRUE	82	82	0	82	469	testable_query	fine_deg_pathway_query_manifest_v1
289	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Female__e2::AD_any_mito	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Female__e2	97	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Female__e2	NA	excitatory_set3	Exc RELN CHD7	Excitatory_neurons	F_e2	Female	e2	AD_any_mito	any	estimable_validated	TRUE	28	28	0	28	723	testable_query	fine_deg_pathway_query_manifest_v1
290	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Female__e2::AD_up_mito	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Female__e2	97	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Female__e2	NA	excitatory_set3	Exc RELN CHD7	Excitatory_neurons	F_e2	Female	e2	AD_up_mito	up	estimable_validated	TRUE	20	20	0	20	723	testable_query	fine_deg_pathway_query_manifest_v1
291	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Female__e2::AD_down_mito	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Female__e2	97	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Female__e2	NA	excitatory_set3	Exc RELN CHD7	Excitatory_neurons	F_e2	Female	e2	AD_down_mito	down	estimable_validated	TRUE	8	8	0	8	723	testable_query	fine_deg_pathway_query_manifest_v1
292	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Female__e33::AD_any_mito	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Female__e33	98	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Female__e33	NA	excitatory_set3	Exc RELN CHD7	Excitatory_neurons	F_e33	Female	e33	AD_any_mito	any	estimable_validated	TRUE	117	117	0	117	545	testable_query	fine_deg_pathway_query_manifest_v1
